Livro,Parte,Capítulo,Item,Subitem,Index,Tipo,Texto
0,1,2,6,13,lde.1.3.6,nota,"A diversidade das raças corrobora, igualmente, esta opinião. O clima e os costumes produzem, é certo, modificações no caráter físico; sabe-se, porém, até onde pode ir a influência dessas causas. Entretanto, o exame fisiológico demonstra haver, entre certas raças, diferenças constitucionais mais profundas do que as que o clima é capaz de determinar. O cruzamento das raças dá origem aos tipos intermediários. Ele tende a apagar os caracteres extremos, mas não os cria; apenas produz variedades. Ora, para que tenha havido cruzamento de raças, preciso era que houvesse raças distintas. Como, porém, se explicará a existência delas, atribuindo-se-lhes uma origem comum e, sobretudo, tão pouco afastada? Como se há de admitir que, em poucos séculos, alguns descendentes de Noé se tenham transformado ao ponto de produzirem a raça etíope, por exemplo? Tão pouco admissível é semelhante metamorfose, quanto à hipótese de uma origem comum para o lobo e o cordeiro, para o elefante e o pulgão, para o pássaro e o peixe. Ainda uma vez: nada pode prevalecer contra a evidência dos fatos.
"
0,1,2,6,15,lde.1.3.6,nota,"Tudo, ao invés, se explica, admitindo-se: que a existência do homem é anterior à época em que vulgarmente se pretende que ela começou; que diversas são as origens; que Adão, vivendo há 6.000 anos, tenha povoado uma região ainda desabitada; que o dilúvio de Noé foi uma catástrofe parcial, confundida com o cataclismo geológico; e atentando-se, finalmente, na forma alegórica, peculiar ao estilo oriental, forma com que deparamos nos livros sagrados de todos os povos. Isto faz ver quanto é prudente não lançar levianamente a pecha de falsas as doutrinas que podem, cedo ou tarde, como tantas outras, desmentir os que as combatem. As ideias religiosas, longe de perderem alguma coisa, se engrandecem, caminhando de par com a Ciência. Esse o meio único de não apresentarem lado vulnerável ao ceticismo. ❦
"
0,1,2,6,17,lde.1.3.6,nota,"[^7]: N.E.: Ano do calendário judaico.
"
0,1,2,6,19,lde.1.3.6,nota,"---
"
0,1,3,0,0,0,nota,"---
"
0,1,3,1,1,lde.1.4.1,nota,"*Os seres orgânicos são os que têm em si uma fonte de atividade íntima que lhes dá a vida. Nascem, crescem, reproduzem-se por si mesmos e morrem. São providos de órgãos especiais para a execução dos diferentes atos da vida, órgãos esses apropriados às necessidades que a conservação própria lhes impõe. Nessa classe estão compreendidos os homens, os animais e as plantas. Seres inorgânicos são todos os que carecem de vitalidade, de movimentos próprios e que se formam apenas pela agregação da matéria.
"
0,1,3,1,2,lde.1.4.1,nota,"Tais são os minerais, a água, o ar etc.*
"
0,1,3,1,4,lde.1.4.1,pergunta,"60. É a mesma a força que une os elementos da matéria nos corpos orgânicos e nos inorgânicos?
"
0,1,3,1,6,lde.1.4.1,resposta,">“Sim, a lei de atração é a mesma para todos.”
"
0,1,3,1,8,lde.1.4.1,pergunta,"61. Há diferença entre a matéria dos corpos orgânicos e a dos inorgânicos?
"
0,1,3,1,10,lde.1.4.1,resposta,">“A matéria é sempre a mesma, porém nos corpos orgânicos está animalizada.”
"
0,1,3,1,12,lde.1.4.1,pergunta,"62. Qual a causa da animalização da matéria?
"
0,1,3,1,14,lde.1.4.1,resposta,">“Sua união com o princípio vital.”
"
0,1,3,1,16,lde.1.4.1,pergunta,"63. O princípio vital reside nalgum agente particular, ou é simplesmente uma propriedade da matéria organizada? Numa palavra, é efeito ou causa?
"
0,1,3,1,18,lde.1.4.1,resposta,">“Uma e outra coisa. A vida é um efeito devido à ação de um agente sobre a matéria. Esse agente, sem a matéria, não é a vida, do mesmo modo que a matéria não pode viver sem esse agente. Ele dá a vida a todos os seres que o absorvem e assimilam.”
"
0,1,3,1,20,lde.1.4.1,pergunta,"64. Vimos que o espírito e a matéria são dois elementos constitutivos do Universo. O princípio vital será um terceiro?
"
0,1,3,1,22,lde.1.4.1,resposta,">“É, sem dúvida, um dos elementos necessários à constituição do Universo, mas que também tem sua origem na matéria universal modificada. É, para vós, um elemento, como o oxigênio e o hidrogênio, que, entretanto, não são elementos primitivos, pois que tudo isso deriva de um só princípio.”
"
0,1,3,1,24,lde.1.4.1,pergunta,"64. a) Parece resultar daí que a vitalidade não tem seu princípio num agente primitivo distinto e sim numa propriedade especial da matéria universal, devida a certas modificações.
"
0,1,3,1,26,lde.1.4.1,resposta,">“Isto é consequência do que dissemos.”
"
0,1,3,1,28,lde.1.4.1,pergunta,"65. O princípio vital reside em algum dos corpos que conhecemos?
"
0,1,3,1,30,lde.1.4.1,resposta,">“Ele tem por fonte o fluido universal. É o que chamais fluido magnético ou fluido elétrico animalizado. É o intermediário, o elo existente entre o espírito e a matéria.”
"
0,1,3,1,32,lde.1.4.1,pergunta,"66. O princípio vital é um só para todos os seres orgânicos?
"
0,1,3,1,34,lde.1.4.1,resposta,">“Sim, modificado segundo as espécies. É ele que lhes dá movimento e atividade e os distingue da matéria inerte, porquanto o movimento da matéria não é a vida. Esse movimento ela o recebe, não o dá.”
"
0,1,3,1,36,lde.1.4.1,pergunta,"67. A vitalidade é atributo permanente do agente vital ou se desenvolve tão só pelo funcionamento dos órgãos?
"
0,1,3,1,38,lde.1.4.1,resposta,">“Ela não se desenvolve senão com o corpo. Não dissemos que esse agente sem a matéria não é a vida? A união dos dois é necessária para produzir a vida.”
"
0,1,3,1,40,lde.1.4.1,pergunta,"67. a) Poder-se-á dizer que a vitalidade se acha em estado latente, quando o agente vital não está unido ao corpo?
"
0,1,3,1,42,lde.1.4.1,resposta,">“Sim, é isso.”
"
0,1,3,1,44,lde.1.4.1,nota,"O conjunto dos órgãos constitui uma espécie de mecanismo que recebe impulsão da atividade íntima ou princípio vital que entre eles existe. O princípio vital é a força motriz dos corpos orgânicos. Ao mesmo tempo que o agente vital dá impulsão aos órgãos, a ação destes entretém e desenvolve a atividade aquele agente, quase como sucede com o atrito, que desenvolve o calor. ❦
"
0,1,3,1,46,lde.1.4.1,nota,"---
"
0,1,3,2,1,lde.1.4.2,pergunta,"68. Qual a causa da morte dos seres orgânicos?
"
0,1,3,2,3,lde.1.4.2,resposta,">“Esgotamento dos órgãos.”
"
0,1,3,2,5,lde.1.4.2,nota,"a) Poder-se-ia comparar a morte à cessação do movimento de uma máquina desorganizada?
"
0,1,3,2,7,lde.1.4.2,resposta,">“Sim; se a máquina está mal montada, cessa o movimento; se o corpo está enfermo, a vida se extingue.”
"
0,1,3,2,9,lde.1.4.2,pergunta,"69. Por que uma lesão do coração mais depressa causa a morte do que as de outros órgãos?
"
0,1,3,2,11,lde.1.4.2,resposta,">“O coração é máquina de vida, não é, porém, o único órgão cuja lesão ocasiona a morte. Ele não passa de uma das peças essenciais.”
"
0,1,3,2,13,lde.1.4.2,pergunta,"70. Que é feito da matéria e do princípio vital dos seres orgânicos, quando estes morrem?
"
0,1,3,2,15,lde.1.4.2,resposta,">“A matéria inerte se decompõe e vai formar novos organismos. O princípio vital volta à massa donde saiu.”
"
0,1,3,2,17,lde.1.4.2,nota,"Morto o ser orgânico, os elementos que o compõem sofrem novas combinações, de que resultam novos seres, os quais haurem na fonte universal o princípio da vida e da atividade, o absorvem e assimilam, para novamente o restituírem a essa fonte, quando deixarem de existir.
"
0,1,3,2,18,lde.1.4.2,nota,"Os órgãos se impregnam, por assim dizer, desse fluido vital e esse fluido dá a todas as partes do organismo uma atividade que as põe em comunicação entre si, nos casos de certas lesões, e normaliza as funções momentaneamente perturbadas. Mas quando os elementos essenciais ao funcionamento dos órgãos estão destruídos ou muito profundamente alterados, o fluido vital se torna impotente para lhes transmitir o movimento da vida, e o ser morre.
"
0,1,3,2,19,lde.1.4.2,nota,"Mais ou menos necessariamente, os órgãos reagem uns sobre os outros, resultando essa ação recíproca da harmonia do conjunto por eles formado. Destruída que seja, por uma causa qualquer, esta harmonia, o funcionamento dos órgãos cessa, como o movimento da máquina cujas peças principais se desarranjem. É o que se verifica, por exemplo, com um relógio gasto pelo uso ou que sofreu um choque por acidente, no qual a força motriz fica impotente para pô-lo de novo a andar.
"
0,1,3,2,20,lde.1.4.2,nota,"Num aparelho elétrico temos imagem mais exata da vida e da morte. Esse aparelho, como todos os corpos da Natureza, contém eletricidade em estado latente. Os fenômenos elétricos, porém, não se produzem senão quando o fluido é posto em atividade por uma causa especial. Poder-se-ia então dizer que o aparelho está vivo. Vindo a cessar a causa da atividade, cessa o fenômeno: o aparelho volta ao estado de inércia. Os corpos orgânicos são, assim, uma espécie de pilhas ou aparelhos elétricos, nos quais a atividade do fluido determina o fenômeno da vida. A cessação dessa atividade causa a morte.
"
0,1,3,2,21,lde.1.4.2,nota,"A quantidade de fluido vital não é absoluta em todos os seres orgânicos. Varia segundo as espécies e não é constante, quer em cada indivíduo, quer nos indivíduos de uma espécie. Alguns há, que se acham, por assim dizer, saturados desse fluido, enquanto outros o possuem em quantidade apenas suficiente. Daí, para alguns, vida mais ativa, mais tenaz e, de certo modo, superabundante.
"
0,1,3,2,22,lde.1.4.2,nota,"A quantidade de fluido vital se esgota. Pode tornar-se insuficiente para a conservação da vida, se não for renovada pela absorção e assimilação das substâncias que o contêm.
"
0,1,3,2,23,lde.1.4.2,nota,"O fluido vital se transmite de um indivíduo a outro. Aquele que o tiver em maior porção pode dá-lo a um que o tenha de menos e em certos casos prolongar a vida prestes a extinguir-se. ❦
"
0,1,3,2,25,lde.1.4.2,nota,"---
"
0,1,3,3,1,lde.1.4.3,pergunta,"71. A inteligência é atributo do princípio vital?
"
0,1,3,3,3,lde.1.4.3,resposta,">“Não, pois que as plantas vivem e não pensam: só têm vida orgânica. A inteligência e a matéria são independentes, porquanto um corpo pode viver sem a inteligência. Mas a inteligência só por meio dos órgãos materiais pode manifestar-se. Necessário é que o espírito se una à matéria animalizada para intelectualizá-la.”
"
0,1,3,3,5,lde.1.4.3,nota,"A inteligência é uma faculdade especial, peculiar a algumas classes de seres orgânicos e que lhes dá, com o pensamento, a vontade de atuar, a consciência de que existem e de que constituem uma individualidade cada um, assim como os meios de estabelecerem relações com o mundo exterior e de proverem às suas necessidades.
"
0,1,3,3,7,lde.1.4.3,nota,"Podem distinguir-se assim:
"
0,1,3,3,9,lde.1.4.3,pergunta,"1º - os seres inanimados, constituídos só de matéria, sem vitalidade nem inteligência: são os corpos brutos;
"
0,1,3,3,11,lde.1.4.3,pergunta,"2º - os seres animados que não pensam, formados de matéria e dotados de vitalidade, porém destituídos de inteligência;
"
0,1,3,3,13,lde.1.4.3,pergunta,"3º - os seres animados pensantes, formados de matéria, dotados de vitalidade e tendo a mais um princípio inteligente que lhes outorga a faculdade de pensar.
"
0,1,3,3,15,lde.1.4.3,pergunta,"72. Qual a fonte da inteligência?
"
0,1,3,3,17,lde.1.4.3,resposta,">“Já o dissemos; a inteligência universal.”
"
0,1,3,3,19,lde.1.4.3,pergunta,"72. a) Poder-se-ia dizer que cada ser tira uma porção de inteligência da fonte universal e a assimila, como tira e assimila o princípio da vida material?
"
0,1,3,3,21,lde.1.4.3,resposta,">“Isto não passa de simples comparação, todavia inexata, porque a inteligência é uma faculdade própria de cada ser e constitui a sua individualidade moral. Demais, como sabeis, há coisas que ao homem não é dado penetrar e esta, por enquanto, é desse número.”
"
0,1,3,3,23,lde.1.4.3,pergunta,"73. O instinto independe da inteligência?
"
0,1,3,3,25,lde.1.4.3,resposta,">“Precisamente, não, por isso que o instinto é uma espécie de inteligência. É uma inteligência sem raciocínio. Por ele é que todos os seres proveem às suas necessidades.”
"
0,1,3,3,27,lde.1.4.3,pergunta,"74. Pode estabelecer-se uma linha de separação entre instinto e a inteligência, isto é, precisar onde um acaba e começa a outra?
"
0,1,3,3,29,lde.1.4.3,resposta,">“Não, porque muitas vezes se confundem, mas muito bem se podem distinguir os atos que decorrem do instinto dos que são da inteligência.”
"
0,1,3,3,31,lde.1.4.3,pergunta,"75. É acertado dizer-se que as faculdades instintivas diminuem à medida que crescem as intelectuais?
"
0,1,3,3,33,lde.1.4.3,resposta,">“Não; o instinto existe sempre, mas o homem o despreza. O instinto também pode conduzir ao bem. Ele quase sempre nos guia e algumas vezes com mais segurança do que a razão. Nunca se transvia.”
"
0,1,3,3,35,lde.1.4.3,pergunta,"75. a) Por que nem sempre é guia infalível a razão?
"
0,1,3,3,37,lde.1.4.3,resposta,">“Seria infalível, se não fosse falseada pela má educação, pelo orgulho e pelo egoísmo. O instinto não raciocina; a razão permite a escolha e dá ao homem o livre-arbítrio.”
"
0,1,3,3,39,lde.1.4.3,nota,"O instinto é uma inteligência rudimentar, que difere da inteligência propriamente dita, em que suas manifestações são quase sempre espontâneas, ao passo que as da inteligência resultam de uma combinação e de um ato deliberado.
"
0,1,3,3,41,lde.1.4.3,nota,"O instinto varia em suas manifestações, conforme as espécies e as suas necessidades. Nos seres que têm a consciência e a percepção das coisas exteriores, ele se alia à inteligência, isto é, à vontade e à liberdade. ❦
"
0,1,3,3,43,lde.1.4.3,nota,"---
"
0,2,0,0,0,0,nota,"---
"
0,2,0,1,1,lde.2.01.01,pergunta,"76. Que definição se pode dar dos Espíritos?
"
0,2,0,1,3,lde.2.01.01,resposta,">“Pode dizer-se que os Espíritos são os seres inteligentes da criação. Povoam o Universo, fora do mundo material.”
"
0,2,0,1,5,lde.2.01.01,nota,"Nota – A palavra **Espírito** é empregada aqui para designar as individualidades dos seres extracorpóreos e não mais o elemento inteligente do Universo.
"
0,2,0,1,7,lde.2.01.01,pergunta,"77. Os Espíritos são seres distintos da Divindade ou serão simples emanações ou porções desta e, por isto, denominados filhos de Deus?
"
0,2,0,1,9,lde.2.01.01,resposta,">“Meu Deus! São obra de Deus, exatamente como uma máquina o é do homem que a fabrica. Esta máquina é obra do homem, não é o próprio homem. Sabes que, quando faz alguma coisa bela, útil, o homem lhe chama sua filha, criação sua. Pois bem! O mesmo se dá com relação a Deus: somos seus filhos, pois que somos obra sua.”
"
0,2,0,1,11,lde.2.01.01,pergunta,"78. Os Espíritos tiveram princípio ou existem, como Deus, de toda a eternidade?
"
0,2,0,1,13,lde.2.01.01,resposta,">“Se não tivessem tido princípio, seriam iguais a Deus, quando, ao invés, são criação sua e se acham submetidos à sua vontade. Deus existe de toda a eternidade, é incontestável. Quanto, porém, ao modo por que nos criou e em que momento o fez, nada sabemos. Podes dizer que não tivemos princípio, se quiseres com isso significar que, sendo eterno, Deus há de ter sempre criado ininterruptamente. Mas quando e como cada um de nós foi feito, repito-te, nenhum o sabe: aí é que está o mistério.”
"
0,2,0,1,15,lde.2.01.01,pergunta,"79. Pois que há dois elementos gerais no Universo: o elemento inteligente e o elemento material, poder-se-á dizer que os Espíritos são formados do elemento inteligente, como os corpos inertes o são do elemento material?
"
0,2,0,1,17,lde.2.01.01,resposta,">“Evidentemente. Os Espíritos são a individualização do princípio inteligente, como os corpos são a individualização do princípio material. A época e o modo por que essa formação se operou é que são desconhecidos.”
"
0,2,0,1,19,lde.2.01.01,pergunta,"80. A criação dos Espíritos é permanente ou só se deu na origem dos tempos?
"
0,2,0,1,21,lde.2.01.01,resposta,">“É permanente. Quer dizer: Deus jamais deixou de criar.”
"
0,2,0,1,23,lde.2.01.01,pergunta,"81. Os Espíritos se formam espontaneamente ou procedem uns dos outros?
"
0,2,0,1,25,lde.2.01.01,resposta,">“Deus os cria, como a todas as outras criaturas, pela sua vontade. Mas repito ainda uma vez, a origem deles é mistério.”
"
0,2,0,1,27,lde.2.01.01,pergunta,"82. Será certo dizer-se que os Espíritos são imateriais?
"
0,2,0,1,29,lde.2.01.01,resposta,">“Como se pode definir uma coisa, quando faltam termos de comparação e com uma linguagem deficiente? Pode um cego de nascença definir a luz? Imaterial não é bem o termo; incorpóreo seria mais exato, pois deves compreender que, sendo uma criação, o Espírito há de ser alguma coisa. É a matéria quintessenciada, mas sem analogia para vós outros, e tão etérea que escapa inteiramente ao alcance dos vossos sentidos.”
"
0,2,0,1,31,lde.2.01.01,nota,"Dizemos que os Espíritos são imateriais, porque, pela sua essência, diferem de tudo o que conhecemos sob o nome de matéria. Um povo de cegos careceria de termos para exprimir a luz e seus efeitos. O cego de nascença se julga capaz de todas as percepções pelo ouvido, pelo olfato, pelo paladar e pelo tato. Não compreende as ideias que só lhe poderiam ser dadas pelo sentido que lhe falta. Nós outros somos verdadeiros cegos com relação à essência dos seres sobre-humanos. Não os podemos definir senão por meio de comparações sempre imperfeitas ou por um esforço da imaginação.
"
0,2,0,1,33,lde.2.01.01,pergunta,"83. Os Espíritos têm fim? Compreende-se que seja eterno o princípio donde eles emanam, mas o que perguntamos é se suas individualidades têm um termo e se, em dado tempo, mais ou menos longo, o elemento de que são formados não se dissemina e volta à massa donde saiu, como sucede com os corpos materiais. É difícil de conceber-se que uma coisa que teve começo possa não ter fim.
"
0,2,0,1,35,lde.2.01.01,resposta,">“Há muitas coisas que não compreendeis, porque tendes limitada a inteligência. Isso, porém, não é razão para que as repilais. O filho não compreende tudo o que a seu pai é compreensível, nem o ignorante tudo o que o sábio apreende. Dizemos que a existência dos Espíritos não tem fim. É tudo o que podemos, por agora, dizer.” ❦
"
0,2,0,1,37,lde.2.01.01,nota,"---
"
0,2,0,2,1,lde.2.01.02,pergunta,"84. Os Espíritos constituem um mundo à parte, fora daquele que vemos?
"
0,2,0,2,3,lde.2.01.02,resposta,">“Sim, o mundo dos Espíritos ou das inteligências incorpóreas.”
"
0,2,0,2,5,lde.2.01.02,pergunta,"85. Qual dos dois, o mundo espírita ou o mundo corpóreo, é o principal, na ordem das coisas?
"
0,2,0,2,7,lde.2.01.02,resposta,">“O mundo espírita, que preexiste e sobrevive a tudo.”
"
0,2,0,2,9,lde.2.01.02,pergunta,"86. O mundo corporal poderia deixar de existir, ou nunca ter existido, sem que isso alterasse a essência do mundo espírita?
"
0,2,0,2,11,lde.2.01.02,resposta,">“Decerto. Eles são independentes; contudo, é incessante a correlação entre ambos, porquanto um sobre o outro incessantemente reagem.”
"
0,2,0,2,13,lde.2.01.02,pergunta,"87. Ocupam os Espíritos uma região determinada e circunscrita no Espaço?
"
0,2,0,2,15,lde.2.01.02,resposta,">“Estão por toda parte. Povoam infinitamente os espaços infinitos. Tendes muitos deles de contínuo a vosso lado, observando-vos e sobre vós atuando, sem o perceberdes, pois que os Espíritos são uma das potências da natureza e os instrumentos de que Deus se serve para execução de seus desígnios providenciais. Nem todos, porém, vão a toda parte, por isso que há regiões interditas aos menos adiantados.” ❦
"
0,2,0,2,17,lde.2.01.02,nota,"---
"
0,2,0,3,1,lde.2.01.03,pergunta,"88. Os Espíritos têm forma determinada, limitada e constante?
"
0,2,0,3,3,lde.2.01.03,resposta,">“Para vós, não; para nós, sim. O Espírito é, se quiserdes, uma chama, um clarão, ou uma centelha etérea.”
"
0,2,0,3,5,lde.2.01.03,pergunta,"88. a) Essa chama ou centelha tem cor?
"
0,2,0,3,7,lde.2.01.03,resposta,">“Tem uma cor que, para vós, vai do escuro ao brilho do rubi, conforme o Espírito é mais ou menos puro.”
"
0,2,0,3,9,lde.2.01.03,nota,"Representam-se de ordinário os gênios com uma chama ou estrela na fronte. É uma alegoria, que lembra a natureza essencial dos Espíritos. Colocam-na no alto da cabeça, porque aí está a sede da inteligência.
"
0,2,0,3,11,lde.2.01.03,pergunta,"89. Os Espíritos gastam algum tempo para percorrer o Espaço?
"
0,2,0,3,13,lde.2.01.03,resposta,">“Sim, mas fazem-no com a rapidez do pensamento.”
"
0,2,0,3,15,lde.2.01.03,pergunta,"89. a) O pensamento não é a própria alma que se transporta?
"
0,2,0,3,17,lde.2.01.03,resposta,">“Quando o pensamento está em alguma parte, a alma também aí está, pois que é a alma que pensa. O pensamento é um atributo.”
"
0,2,0,3,19,lde.2.01.03,pergunta,"90. O Espírito que se transporta de um lugar a outro tem consciência da distância que percorre e dos espaços que atravessa ou é subitamente transportado ao lugar aonde quer ir?
"
0,2,0,3,21,lde.2.01.03,resposta,">“Dá-se uma e outra coisa. O Espírito pode perfeitamente, se o quiser, inteirar-se da distância que percorre, mas também essa distância pode desaparecer completamente, dependendo isso da sua vontade, bem como da sua natureza mais ou menos depurada.”
"
0,2,0,3,23,lde.2.01.03,pergunta,"91. A matéria opõe obstáculo aos Espíritos?
"
0,2,0,3,25,lde.2.01.03,resposta,">“Nenhum; eles passam através de tudo. O ar, a terra, as águas e até mesmo o fogo lhes são igualmente acessíveis.”
"
0,2,0,3,27,lde.2.01.03,pergunta,"92. Têm os Espíritos o dom da ubiquidade? Por outras palavras: um Espírito pode dividir-se, ou existir em muitos pontos ao mesmo tempo?
"
0,2,0,3,29,lde.2.01.03,resposta,">“Não pode haver divisão de um mesmo Espírito, mas cada um é um centro que irradia para diversos lados. Isso é que faz parecer estar um Espírito em muitos lugares ao mesmo tempo. Vês o Sol? É um somente. No entanto, irradia em todos os sentidos e leva muito longe os seus raios. Contudo, não se divide.”
"
0,2,0,3,31,lde.2.01.03,pergunta,"92. a) Todos os Espíritos irradiam com igual força?
"
0,2,0,3,33,lde.2.01.03,resposta,">“Longe disso. Essa força depende do grau de pureza de cada um.”
"
0,2,0,3,35,lde.2.01.03,nota,"Cada Espírito é uma unidade indivisível, mas cada um pode lançar seus pensamentos para diversos lados, sem que se fracione para tal efeito. Nesse sentido unicamente é que se deve entender o dom da ubiquidade atribuído aos Espíritos. Dá-se com eles o que se dá com uma centelha, que projeta longe a sua claridade e pode ser percebida de todos os pontos do horizonte; ou, ainda, o que se dá com um homem que, sem mudar de lugar e sem se fracionar, transmite ordens, sinais e movimento a diferentes pontos. ❦
"
0,2,0,3,37,lde.2.01.03,nota,"---
"
0,2,0,4,1,lde.2.01.04,pergunta,"93. O Espírito, propriamente dito, nenhuma cobertura tem ou, como pretendem alguns, está sempre envolto numa substância qualquer?
"
0,2,0,4,3,lde.2.01.04,resposta,">“Envolve-o uma substância, vaporosa para os teus olhos, mas ainda bastante grosseira para nós; assaz vaporosa, entretanto, para poder elevar-se na atmosfera e transportar-se aonde queira.”
"
0,2,0,4,5,lde.2.01.04,nota,"Envolvendo o germe de um fruto, há o perisperma; do mesmo modo, uma substância que, por comparação, se pode chamar perispírito, serve de envoltório ao Espírito propriamente dito.
"
0,2,0,4,7,lde.2.01.04,pergunta,"94. De onde tira o Espírito o seu invólucro semimaterial?
"
0,2,0,4,9,lde.2.01.04,resposta,">“Do fluido universal de cada globo, razão por que não é idêntico em todos os mundos. Passando de um mundo a outro, o Espírito muda de envoltório, como mudais de roupa.”
"
0,2,0,4,11,lde.2.01.04,pergunta,"94. a) Assim, quando os Espíritos que habitam mundos superiores vêm ao nosso meio, tomam um perispírito mais grosseiro?
"
0,2,0,4,13,lde.2.01.04,resposta,">“É necessário que se revistam da vossa matéria, já o dissemos.”
"
0,2,0,4,15,lde.2.01.04,pergunta,"95. O invólucro semimaterial do Espírito tem formas determinadas e pode ser perceptível?
"
0,2,0,4,17,lde.2.01.04,resposta,">“Tem a forma que o Espírito queira. É assim que este vos aparece algumas vezes, quer em sonho, quer no estado de vigília, e que pode tomar forma visível, mesmo palpável.” ❦
"
0,2,0,4,19,lde.2.01.04,nota,"---
"
0,2,0,5,1,lde.2.01.05,pergunta,"96. São iguais os Espíritos, ou há entre eles qualquer hierarquia?
"
0,2,0,5,3,lde.2.01.05,resposta,">“São de diferentes ordens, conforme o grau de perfeição que tenham alcançado.”
"
0,2,0,5,5,lde.2.01.05,pergunta,"97. As ordens ou graus de perfeição dos Espíritos são em número determinado?
"
0,2,0,5,7,lde.2.01.05,resposta,">“São ilimitadas em número, porque entre elas não há linhas de demarcação traçadas como barreiras, de sorte que as divisões podem ser multiplicadas ou restringidas livremente. Todavia, considerando-se os caracteres gerais dos Espíritos, elas podem reduzir-se a três principais. Na primeira, colocar-se-ão os que atingiram a perfeição máxima: os puros Espíritos. Formam a segunda os que chegaram ao meio da escala: o desejo do bem é o que neles predomina. Pertencerão à terceira os que ainda se acham na parte inferior da escala: os Espíritos imperfeitos. A ignorância, o desejo do mal e todas as paixões más que lhes retardam o progresso, eis o que os caracteriza.”
"
0,2,0,5,9,lde.2.01.05,pergunta,"98. Os Espíritos da segunda ordem, para os quais o bem constitui a preocupação dominante, têm o poder de praticá-lo?
"
0,2,0,5,11,lde.2.01.05,resposta,">“Cada um deles dispõe desse poder, de acordo com o grau de perfeição a que chegou. Assim, uns possuem a ciência, outros a sabedoria e a bondade. Todos, porém, ainda têm que sofrer provas.”
"
0,2,0,5,13,lde.2.01.05,pergunta,"99. Os da terceira ordem são todos essencialmente maus?
"
0,2,0,5,15,lde.2.01.05,resposta,">“Não; uns há que não fazem nem o mal nem o bem; outros, ao contrário, se comprazem no mal e ficam satisfeitos quando se lhes depara ocasião de praticá-lo. Há também os levianos ou **estouvados**, mais perturbadores do que malignos, que se comprazem antes na malícia do que na malvadez e cujo prazer consiste em mistificar e causar pequenas contrariedades, de que se riem.” ❦
"
0,2,0,5,17,lde.2.01.05,nota,"---
"
0,2,0,6,1,lde.2.01.06,pergunta,"100. Observações preliminares.
"
0,2,0,6,3,lde.2.01.06,nota,"A classificação dos Espíritos se baseia no grau de adiantamento deles, nas qualidades que já adquiriram e nas imperfeições de que ainda terão de despojar-se. Esta classificação, aliás, nada tem de absoluta. Apenas no seu conjunto cada categoria apresenta caráter definido. De um grau a outro a transição é insensível e, nos limites extremos, os matizes se apagam, como nos reinos da natureza, como nas cores do arco-íris, ou, também, como nos diferentes períodos da vida do homem. Podem, pois, formar-se maior ou menor número de classes, conforme o ponto de vista donde se considere a questão. Dá-se aqui o que se dá com todos os sistemas de classificação científica, que podem ser mais ou menos completos, mais ou menos racionais, mais ou menos cômodos para a inteligência. Sejam, porém, quais forem, em nada alteram as bases da ciência. Assim, é natural que inquiridos sobre este ponto, hajam os Espíritos divergido quanto ao número das categorias, sem que isto tenha valor algum. Entretanto, não faltou quem se agarrasse a esta contradição aparente, sem refletir que os Espíritos nenhuma importância ligam ao que é puramente convencional. Para eles, o pensamento é tudo. Deixam-nos a forma, a escolha dos termos, as classificações, numa palavra, os sistemas.
"
0,2,0,6,5,lde.2.01.06,nota,"Façamos ainda uma consideração que se não deve jamais perder de vista, a de que entre os Espíritos, do mesmo modo que entre os homens, há os muito ignorantes, de maneira que nunca serão demais as cautelas que se tomem contra a tendência a crer que, por serem Espíritos, todos devam saber tudo. Qualquer classificação exige método, análise e conhecimento aprofundado do assunto. Ora, no mundo dos Espíritos, os que possuem limitados conhecimentos são, como neste mundo, os ignorantes, os inaptos a apreender uma síntese, a formular um sistema. Só muito imperfeitamente percebem ou compreendem uma classificação qualquer. Consideram da primeira categoria todos os Espíritos que lhes são superiores, por não poderem apreciar as gradações de saber, de capacidade e de moralidade que os distinguem, como sucede entre nós a um homem rude com relação aos civilizados. Mesmo os que sejam capazes de tal apreciação podem mostrar-se divergentes, quanto às particularidades, conforme os pontos de vista em que se achem, sobretudo se se trata de uma divisão, que nenhum cunho absoluto apresente. Lineu, Jussieu e Tournefort tiveram cada um o seu método, sem que a Botânica houvesse em consequência experimentado modificação alguma. É que nenhum deles inventou as plantas, nem seus caracteres. Apenas observaram as analogias, segundo as quais formaram os grupos ou classes. Foi assim que também nós procedemos. Não inventamos os Espíritos, nem seus caracteres. Vimos e observamos, julgamo-los pelas suas palavras e atos, depois os classificamos pelas semelhanças, baseando-nos em dados que eles próprios nos forneceram.
"
0,2,0,6,7,lde.2.01.06,nota,"Os Espíritos, em geral, admitem três categorias principais, ou três grandes divisões. Na última, a que fica na parte inferior da escala, estão os Espíritos imperfeitos, caracterizados pela predominância da matéria sobre o espírito e pela propensão para o mal. Os da segunda se caracterizam pela predominância do espírito sobre a matéria e pelo desejo do bem: são os bons Espíritos. A primeira, finalmente, compreende os Espíritos puros, os que atingiram o grau supremo da perfeição.
"
0,2,0,6,9,lde.2.01.06,nota,"Esta divisão nos pareceu perfeitamente racional e com caracteres bem positivados. Só nos restava pôr em relevo, mediante subdivisões em número suficiente, os principais matizes do conjunto. Foi o que fizemos, com o concurso dos Espíritos, cujas benévolas instruções jamais nos faltaram.
"
